COLUMNA,DESCRIPCION,TIPO_DATO,LONGITUD,CODIGO_VALIDO
H_59,Número de empresas según razones por las que no aceptarían aportaciones de capital de inversionistas privados_No le interesa,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_59,Número de empresas según razones por las que no aceptarían aportaciones de capital de inversionistas privados_Otra,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_60_1,Número de empresas según el tipo de reserva financiera con la que contaron para hacer frente a siniestros_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_60_1,"Número de empresas según el tipo de reserva financiera con la que contaron para hacer frente a siniestros_Efectivo guardado en caja fuerte, tanda, entre otros",Numeric,"12,15",0.0 - 999999999999.999999999999999
E_60_1,Número de empresas según el tipo de reserva financiera con la que contaron para hacer frente a siniestros_Depósitos en alguna institución financiera,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_60_1,Número de empresas según el tipo de reserva financiera con la que contaron para hacer frente a siniestros_Seguro financiero,Numeric,"12,15",0.0 - 999999999999.999999999999999
G_60_1,Número de empresas según el tipo de reserva financiera con la que contaron para hacer frente a siniestros_No se contó con ninguna reserva,Numeric,"12,15",0.0 - 999999999999.999999999999999
H_60_1,Número de empresas según el tipo de reserva financiera con la que contaron para hacer frente a siniestros_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Se utilizarían ahorros de la empresa para emergencias,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Se solicitaría al seguro el pago de todo o parte de lo robado,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Contrataría un crédito para comprar equipo nuevo,Numeric,"12,15",0.0 - 999999999999.999999999999999
G_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Se utilizarían recursos de los (as) dueños (as) o socios (as),Numeric,"12,15",0.0 - 999999999999.999999999999999
H_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Pediría prestado dinero o equipo a familiares o amistades,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Cerraría el negocio temporal o definitivamente,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_60_2,Número de empresas según afirmaciones que representan mejor lo que haría la empresa si le robaran la mayoría del equipo_Otra,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_61,Número de empresas según los medios por los cuales realizan sus operaciones financieras_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_61,Número de empresas según los medios por los cuales realizan sus operaciones financieras_En la sucursal de una institución financiera,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_61,Número de empresas según los medios por los cuales realizan sus operaciones financieras_A través de cajeros automáticos,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_61,"Número de empresas según los medios por los cuales realizan sus operaciones financieras_A través de corresponsales bancarios (ejemplo: OXXO, Walmart)",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_61,Número de empresas según los medios por los cuales realizan sus operaciones financieras_A través de la página de Internet de alguna institución financiera,Numeric,"12,15",0.0 - 999999999999.999999999999999
H_61,Número de empresas según los medios por los cuales realizan sus operaciones financieras_A través de la línea telefónica de alguna institución financiera,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_61,Número de empresas según los medios por los cuales realizan sus operaciones financieras_A través de la aplicación para dispositivos móviles (como celulares o tableta electrónica) de alguna institución financiera,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_61,Número de empresas según los medios por los cuales realizan sus operaciones financieras_No se realizan operaciones financieras / no tiene cuenta,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_62,Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_62,Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Tarjeta de crédito,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_62,Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Tarjeta de débito,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_62,"Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Pagos con códigos QR (CoDi, aplicaciones de instituciones financieras, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_62,"Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Transferencias electrónicas (SPEI, TEF)",Numeric,"12,15",0.0 - 999999999999.999999999999999
H_62,Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Cheques,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_62,Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Efectivo (billetes y monedas),Numeric,"12,15",0.0 - 999999999999.999999999999999
J_62,Número de empresas según medios de pago que aceptó de sus clientes en un mes típico_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_La renta es barata,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Por el volumen de las ventas,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Pocos requisitos para obtenerlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
G_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Me lo ofrecieron por el giro de la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
H_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Se tiene relación con la institución financiera,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Me lo recomendaron,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Ayuda a incrementar las ventas,Numeric,"12,15",0.0 - 999999999999.999999999999999
K_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Los clientes lo solicitan,Numeric,"12,15",0.0 - 999999999999.999999999999999
L_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Por conveniencia y seguridad,Numeric,"12,15",0.0 - 999999999999.999999999999999
M_63_1,Número de empresas que recibieron pagos con tarjeta mediante una terminal punto de venta (TPV) proporcionada por algún banco_Motivo de elección de este servicio_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_63_2,Número de empresas que recibieron pagos con tarjeta mediante lectores de tarjeta_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_63_3,Número de empresas que recibieron pagos con tarjeta mediante celulares (Smartphone) o aplicaciones de celulares_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_63_4,Número de empresas que recibieron pagos con tarjeta mediante páginas web o programas de cómputo_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_63_9,Número de empresas que recibieron pagos con tarjeta mediante otro medio o dispositivo electrónico_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_Era costoso,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_El monto de venta era pequeño,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_64,"Número de empresas según factores por los que no aceptaron pagos con tarjetas_Montos de venta elevados, sólo por medio de transferencia",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_Prefería los pagos en efectivo,Numeric,"12,15",0.0 - 999999999999.999999999999999
H_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_Mis clientes no tenían tarjetas,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_Dejé de ofrecerlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_No sabía cómo obtenerlo / no me lo ofrecieron,Numeric,"12,15",0.0 - 999999999999.999999999999999
K_64,Número de empresas según factores por los que no aceptaron pagos con tarjetas_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_1,Número de empresas que utilizaron cuenta de depósito empresarial_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_1,Número de empresas que utilizaron cuenta de depósito empresarial_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_2,Número de empresas que utilizaron cuenta empresarial con chequera_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_2,Número de empresas que utilizaron cuenta empresarial con chequera_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_3,Número de empresas que utilizaron tarjeta de crédito empresarial_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_3,Número de empresas que utilizaron tarjeta de crédito empresarial_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_4,Número de empresas que utilizaron tarjeta de débito empresarial_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_4,Número de empresas que utilizaron tarjeta de débito empresarial_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_5,Número de empresas que utilizaron dispersión automática de nómina_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_5,Número de empresas que utilizaron dispersión automática de nómina_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_6,Número de empresas que utilizaron banca móvil (banca por celular)_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_6,Número de empresas que utilizaron banca móvil (banca por celular)_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_7,Número de empresas que utilizaron banca por Internet (banca en línea)_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_7,Número de empresas que utilizaron banca por Internet (banca en línea)_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_8,Número de empresas que utilizaron créditos personales para los (as) dueños (as) o socios (as)_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_8,Número de empresas que utilizaron créditos personales para los (as) dueños (as) o socios (as)_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_11,Número de empresas que utilizaron tarjetas de crédito para los (as) dueños (as) o socios (as)_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_11,Número de empresas que utilizaron tarjetas de crédito para los (as) dueños (as) o socios (as)_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_12,Número de empresas que utilizaron servicios en paquete_Total de empresas que contaron con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_12,Número de empresas que utilizaron servicios en paquete_Edad promedio de la empresa cuando empezó a contar con este producto o servicio,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65a,Número de empresas que utilizaron servicios bancarios_Total de empresas que contaron con productos o servicios bancarios,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65a,Número de empresas que utilizaron servicios bancarios_Edad promedio de la empresa cuando empezó a contar con servicios bancarios,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_65_0,Número de empresas que utilizaron productos o servicios bancarios_Total de empresas,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_65_0,Número de empresas que utilizaron productos o servicios bancarios_Cuenta de depósito empresarial,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_65_0,Número de empresas que utilizaron productos o servicios bancarios_Cuenta empresarial con chequera,Numeric,"12,15",0.0 - 999999999999.999999999999999
F_65_0,Número de empresas que utilizaron productos o servicios bancarios_Tarjeta de crédito empresarial,Numeric,"12,15",0.0 - 999999999999.999999999999999
G_65_0,Número de empresas que utilizaron productos o servicios bancarios_Tarjeta de débito empresarial,Numeric,"12,15",0.0 - 999999999999.999999999999999
H_65_0,Número de empresas que utilizaron productos o servicios bancarios_Dispersión automática de nómina,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_65_0,Número de empresas que utilizaron productos o servicios bancarios_Banca móvil (banca por celular),Numeric,"12,15",0.0 - 999999999999.999999999999999
J_65_0,Número de empresas que utilizaron productos o servicios bancarios_Banca por Internet (banca en línea),Numeric,"12,15",0.0 - 999999999999.999999999999999
K_65_0,Número de empresas que utilizaron productos o servicios bancarios_Créditos personales para los (as) dueños (as) o socios (as),Numeric,"12,15",0.0 - 999999999999.999999999999999
L_65_0,Número de empresas que utilizaron productos o servicios bancarios_Tarjetas de crédito para los (as) dueños (as) o socios (as),Numeric,"12,15",0.0 - 999999999999.999999999999999
M_65_0,Número de empresas que utilizaron productos o servicios bancarios_Servicios en paquete,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Total de empresas que usaron este medio de pago,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de nómina,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_66_1,"Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pagos por arrendamiento (maquinaria, equipo e inmobiliario, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
F_66_1,"Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago a proveedores por materias primas, mercancía o material administrativo",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_66_1,"Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de servicios de la empresa (luz, agua, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
H_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de impuestos y derechos,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de obligaciones financieras,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
K_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No es un medio de pago seguro para la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
L_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No sabe utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
M_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No tiene dificultades para utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
N_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Altos costos de manejo,Numeric,"12,15",0.0 - 999999999999.999999999999999
O_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Fraudes,Numeric,"12,15",0.0 - 999999999999.999999999999999
P_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Problemas de infraestructura,Numeric,"12,15",0.0 - 999999999999.999999999999999
Q_66_1,Número de empresas que utilizaron efectivo (billetes y monedas) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Otra,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Total de empresas que usaron este medio de pago,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de nómina,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_66_2,"Número de empresas que utilizaron cheques como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pagos por arrendamiento (maquinaria, equipo e inmobiliario, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
F_66_2,"Número de empresas que utilizaron cheques como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago a proveedores por materias primas, mercancía o material administrativo",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_66_2,"Número de empresas que utilizaron cheques como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de servicios de la empresa (luz, agua, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
H_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de impuestos y derechos,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de obligaciones financieras,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
K_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No es un medio de pago seguro para la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
L_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No sabe utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
M_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No tiene dificultades para utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
N_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Altos costos de manejo,Numeric,"12,15",0.0 - 999999999999.999999999999999
O_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Fraudes,Numeric,"12,15",0.0 - 999999999999.999999999999999
P_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Problemas de infraestructura,Numeric,"12,15",0.0 - 999999999999.999999999999999
Q_66_2,Número de empresas que utilizaron cheques como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Otra,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Total de empresas que usaron este medio de pago,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de nómina,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_66_3,"Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pagos por arrendamiento (maquinaria, equipo e inmobiliario, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
F_66_3,"Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago a proveedores por materias primas, mercancía o material administrativo",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_66_3,"Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de servicios de la empresa (luz, agua, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
H_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de impuestos y derechos,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de obligaciones financieras,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
K_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No es un medio de pago seguro para la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
L_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No sabe utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
M_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No tiene dificultades para utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
N_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Altos costos de manejo,Numeric,"12,15",0.0 - 999999999999.999999999999999
O_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Fraudes,Numeric,"12,15",0.0 - 999999999999.999999999999999
P_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Problemas de infraestructura,Numeric,"12,15",0.0 - 999999999999.999999999999999
Q_66_3,Número de empresas que utilizaron tarjeta de crédito de los (as) dueños (as) o socios (as) como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Otra,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Total de empresas que usaron este medio de pago,Numeric,"12,15",0.0 - 999999999999.999999999999999
D_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de nómina,Numeric,"12,15",0.0 - 999999999999.999999999999999
E_66_4,"Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pagos por arrendamiento (maquinaria, equipo e inmobiliario, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
F_66_4,"Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago a proveedores por materias primas, mercancía o material administrativo",Numeric,"12,15",0.0 - 999999999999.999999999999999
G_66_4,"Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de servicios de la empresa (luz, agua, entre otros)",Numeric,"12,15",0.0 - 999999999999.999999999999999
H_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de impuestos y derechos,Numeric,"12,15",0.0 - 999999999999.999999999999999
I_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Pago de obligaciones financieras,Numeric,"12,15",0.0 - 999999999999.999999999999999
J_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal uso de este medio de pago (número de empresas)_Otro,Numeric,"12,15",0.0 - 999999999999.999999999999999
K_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No es un medio de pago seguro para la empresa,Numeric,"12,15",0.0 - 999999999999.999999999999999
L_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No sabe utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
M_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_No tiene dificultades para utilizarlo,Numeric,"12,15",0.0 - 999999999999.999999999999999
N_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Altos costos de manejo,Numeric,"12,15",0.0 - 999999999999.999999999999999
O_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Fraudes,Numeric,"12,15",0.0 - 999999999999.999999999999999
P_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Problemas de infraestructura,Numeric,"12,15",0.0 - 999999999999.999999999999999
Q_66_4,Número de empresas que utilizaron tarjeta de crédito empresarial como medio de pago según características_Principal dificultad a la que se enfrentó con el uso de este medio de pago (número de empresas)_Otra,Numeric,"12,15",0.0 - 999999999999.999999999999999
C_66_5,Número de empresas que utilizaron tarjeta de débito empresarial como medio de pago según características_Total de empresas que usaron este medio de pago,Numeric,"12,15",0.0 - 999999999999.999999999999999
